date,region,rainfall,temperature,humidity
2024-12-22,Jakarta,50.95,29.5,82.0
2024-12-23,Jakarta,0.0,32.3,85.4
2024-12-24,Jakarta,0.0,32.7,61.4
2024-12-25,Jakarta,33.83,27.8,82.7
2024-12-26,Jakarta,0.0,29.6,65.6
2024-12-27,Jakarta,0.0,33.6,74.0
2024-12-28,Jakarta,0.0,30.8,58.8
2024-12-29,Jakarta,0.0,31.4,50.4
2024-12-30,Jakarta,0.0,31.5,79.7
2024-12-31,Jakarta,0.0,32.9,74.9
2025-01-01,Jakarta,8.78,25.7,83.9
2025-01-02,Jakarta,0.0,29.1,68.1
2025-01-03,Jakarta,0.0,30.9,45.5
2025-01-04,Jakarta,0.0,34.0,73.6
2025-01-05,Jakarta,7.5,25.5,88.0
2025-01-06,Jakarta,0.0,31.7,80.5
2025-01-07,Jakarta,0.0,33.9,63.9
2025-01-08,Jakarta,0.0,32.8,69.6
2025-01-09,Jakarta,13.31,25.2,92.0
2025-01-10,Jakarta,21.77,28.4,83.8
2025-01-11,Jakarta,32.73,27.1,80.4
2025-01-12,Jakarta,0.0,31.8,74.7
2025-01-13,Jakarta,31.31,33.6,79.8
2025-01-14,Jakarta,0.0,32.0,61.6
2025-01-15,Jakarta,75.06,24.9,89.5
2025-01-16,Jakarta,0.0,34.2,71.2
2025-01-17,Jakarta,0.0,29.1,62.5
2025-01-18,Jakarta,1.34,28.6,81.6
2025-01-19,Jakarta,0.0,31.7,76.0
2025-01-20,Jakarta,0.0,32.1,69.3
2025-01-21,Jakarta,0.0,36.1,50.6
2025-01-22,Jakarta,0.0,29.5,69.4
2025-01-23,Jakarta,0.0,33.7,72.5
2025-01-24,Jakarta,0.0,30.1,82.3
2025-01-25,Jakarta,9.02,29.6,89.4
2025-01-26,Jakarta,5.0,29.5,81.5
2025-01-27,Jakarta,0.0,31.8,68.1
2025-01-28,Jakarta,0.0,31.7,58.6
2025-01-29,Jakarta,0.0,28.4,68.3
2025-01-30,Jakarta,39.01,30.7,83.8
2025-01-31,Jakarta,29.75,26.9,87.5
2025-02-01,Jakarta,0.0,29.2,48.3
2025-02-02,Jakarta,0.0,30.7,38.8
2025-02-03,Jakarta,13.32,27.7,87.6
2025-02-04,Jakarta,0.0,31.0,46.0
2025-02-05,Jakarta,0.0,31.7,55.3
2025-02-06,Jakarta,0.0,30.4,57.3
2025-02-07,Jakarta,13.67,29.8,83.4
2025-02-08,Jakarta,7.35,26.8,79.1
2025-02-09,Jakarta,0.0,34.0,71.6
2025-02-10,Jakarta,17.92,26.3,82.6
2025-02-11,Jakarta,2.01,30.0,79.3
2025-02-12,Jakarta,0.0,29.9,62.6
2025-02-13,Jakarta,24.92,23.9,88.8
2025-02-14,Jakarta,32.99,33.0,87.0
2025-02-15,Jakarta,48.24,29.1,91.1
2025-02-16,Jakarta,39.77,30.4,91.1
2025-02-17,Jakarta,6.5,25.5,93.9
2025-02-18,Jakarta,0.0,34.5,69.9
2025-02-19,Jakarta,30.16,26.6,91.5
2025-02-20,Jakarta,0.0,28.8,57.4
2025-02-21,Jakarta,15.62,28.1,93.5
2025-02-22,Jakarta,15.08,27.9,83.2
2025-02-23,Jakarta,0.0,33.6,63.0
2025-02-24,Jakarta,44.08,29.2,87.3
2025-02-25,Jakarta,0.0,31.6,65.7
2025-02-26,Jakarta,0.0,30.6,73.2
2025-02-27,Jakarta,0.0,30.9,60.1
2025-02-28,Jakarta,24.66,22.7,85.4
2025-03-01,Jakarta,14.81,28.8,87.9
2025-03-02,Jakarta,0.0,29.8,64.9
2025-03-03,Jakarta,0.0,31.4,51.0
2025-03-04,Jakarta,17.91,28.2,84.5
2025-03-05,Jakarta,0.0,34.2,77.2
2025-03-06,Jakarta,28.4,29.4,84.7
2025-03-07,Jakarta,0.0,35.0,63.1
2025-03-08,Jakarta,0.0,29.4,67.2
2025-03-09,Jakarta,0.0,36.3,60.3
2025-03-10,Jakarta,0.0,29.2,67.2
2025-03-11,Jakarta,24.19,24.4,86.9
2025-03-12,Jakarta,14.31,30.1,70.7
2025-03-13,Jakarta,0.0,34.9,62.4
2025-03-14,Jakarta,0.0,27.9,52.6
2025-03-15,Jakarta,0.0,28.3,78.3
2025-03-16,Jakarta,26.89,25.1,78.6
2025-03-17,Jakarta,0.0,32.1,60.5
2025-03-18,Jakarta,0.0,33.3,56.9
2025-03-19,Jakarta,0.0,32.4,74.2
2025-03-20,Jakarta,0.0,33.4,52.7
2025-03-21,Jakarta,0.0,36.4,65.0
2025-03-22,Jakarta,0.0,33.2,75.9
2025-03-23,Jakarta,0.0,36.7,65.6
2025-03-24,Jakarta,3.92,25.8,84.3
2025-03-25,Jakarta,26.36,30.9,86.2
2025-03-26,Jakarta,7.07,26.6,83.2
2025-03-27,Jakarta,0.0,30.5,61.1
2025-03-28,Jakarta,11.3,28.3,83.0
2025-03-29,Jakarta,0.0,31.9,49.2
2025-03-30,Jakarta,12.17,25.5,83.4
2025-03-31,Jakarta,0.0,34.2,67.0
2025-04-01,Jakarta,32.04,30.2,82.3
2025-04-02,Jakarta,0.0,35.6,68.8
2025-04-03,Jakarta,8.63,28.5,84.6
2025-04-04,Jakarta,0.0,33.7,58.7
2025-04-05,Jakarta,0.0,31.2,49.1
2025-04-06,Jakarta,0.0,30.6,55.8
2025-04-07,Jakarta,21.7,27.8,86.2
2025-04-08,Jakarta,0.0,30.7,66.4
2025-04-09,Jakarta,0.0,31.8,74.4
2025-04-10,Jakarta,34.61,26.7,82.3
2025-04-11,Jakarta,0.0,31.8,53.9
2025-04-12,Jakarta,0.0,32.0,66.4
2025-04-13,Jakarta,10.69,24.4,87.4
2025-04-14,Jakarta,10.97,27.5,87.3
2025-04-15,Jakarta,47.99,29.9,79.4
2025-04-16,Jakarta,0.0,30.4,64.2
2025-04-17,Jakarta,0.0,33.6,42.8
2025-04-18,Jakarta,5.21,27.2,85.2
2025-04-19,Jakarta,32.59,30.1,92.2
2025-04-20,Jakarta,0.0,32.6,56.7
2025-04-21,Jakarta,0.0,31.2,75.5
2025-04-22,Jakarta,0.0,31.8,75.3
2025-04-23,Jakarta,0.0,33.2,68.3
2025-04-24,Jakarta,0.0,27.0,51.2
2025-04-25,Jakarta,4.26,28.5,81.5
2025-04-26,Jakarta,59.0,26.2,92.0
2025-04-27,Jakarta,0.0,33.0,73.1
2025-04-28,Jakarta,0.0,32.7,73.2
2025-04-29,Jakarta,0.0,32.2,47.9
2025-04-30,Jakarta,14.51,26.0,80.4
2025-05-01,Jakarta,0.0,32.4,60.0
2025-05-02,Jakarta,0.0,31.0,63.2
2025-05-03,Jakarta,0.0,32.8,67.9
2025-05-04,Jakarta,0.0,28.1,41.2
2025-05-05,Jakarta,0.0,32.2,81.0
2025-05-06,Jakarta,0.0,33.6,63.0
2025-05-07,Jakarta,0.0,35.4,89.7
2025-05-08,Jakarta,0.0,36.3,67.8
2025-05-09,Jakarta,0.0,33.4,69.3
2025-05-10,Jakarta,0.0,27.6,53.3
2025-05-11,Jakarta,0.0,33.5,52.0
2025-05-12,Jakarta,0.0,33.6,63.4
2025-05-13,Jakarta,0.0,31.5,61.3
2025-05-14,Jakarta,0.0,34.4,65.1
2025-05-15,Jakarta,1.12,29.4,89.9
2025-05-16,Jakarta,0.0,29.7,48.8
2025-05-17,Jakarta,0.0,30.6,63.0
2025-05-18,Jakarta,0.0,34.8,76.7
2025-05-19,Jakarta,0.0,32.7,55.5
2025-05-20,Jakarta,0.0,30.2,44.3
2025-05-21,Jakarta,0.81,26.8,82.1
2025-05-22,Jakarta,0.0,32.9,50.7
2025-05-23,Jakarta,0.0,35.4,41.7
2025-05-24,Jakarta,0.0,28.1,50.2
2025-05-25,Jakarta,27.69,27.8,80.7
2025-05-26,Jakarta,0.0,33.1,64.9
2025-05-27,Jakarta,0.0,29.7,63.3
2025-05-28,Jakarta,3.5,25.7,85.5
2025-05-29,Jakarta,3.35,28.9,89.6
2025-05-30,Jakarta,0.0,28.5,64.2
2025-05-31,Jakarta,0.0,31.8,83.7
2025-06-01,Jakarta,0.0,30.3,65.1
2025-06-02,Jakarta,0.0,31.4,65.9
2025-06-03,Jakarta,0.0,33.0,72.4
2025-06-04,Jakarta,0.0,32.3,53.8
2025-06-05,Jakarta,0.0,30.5,81.9
2025-06-06,Jakarta,0.0,32.1,66.5
2025-06-07,Jakarta,0.0,31.4,74.7
2025-06-08,Jakarta,0.0,29.5,84.3
2025-06-09,Jakarta,0.0,32.5,45.2
2025-06-10,Jakarta,0.0,31.9,59.7
2025-06-11,Jakarta,0.0,29.4,58.3
2025-06-12,Jakarta,0.0,35.1,51.5
2025-06-13,Jakarta,0.0,30.2,56.4
2025-06-14,Jakarta,0.0,33.7,66.9
2025-06-15,Jakarta,0.0,31.9,81.9
2025-06-16,Jakarta,0.0,35.1,58.7
2025-06-17,Jakarta,0.0,31.8,53.1
2025-06-18,Jakarta,5.06,28.5,80.8
2025-06-19,Jakarta,0.0,30.6,59.6
2025-06-20,Jakarta,0.0,31.2,70.4
2025-06-21,Jakarta,0.0,31.9,50.3
2025-06-22,Jakarta,6.15,32.1,87.1
2025-06-23,Jakarta,0.0,31.1,62.3
2025-06-24,Jakarta,0.0,30.0,56.4
2025-06-25,Jakarta,0.0,30.2,70.9
2025-06-26,Jakarta,4.56,29.5,81.4
2025-06-27,Jakarta,0.0,34.1,52.1
2025-06-28,Jakarta,0.0,31.0,31.5
2025-06-29,Jakarta,0.0,32.5,58.7
2025-06-30,Jakarta,0.0,31.0,82.1
2025-07-01,Jakarta,0.0,32.0,53.7
2025-07-02,Jakarta,14.02,27.7,86.2
2025-07-03,Jakarta,0.0,32.0,62.1
2025-07-04,Jakarta,0.0,34.3,60.7
2025-07-05,Jakarta,0.0,29.4,77.9
2025-07-06,Jakarta,0.0,29.4,47.1
2025-07-07,Jakarta,0.0,34.2,58.6
2025-07-08,Jakarta,0.0,31.5,61.3
2025-07-09,Jakarta,0.0,33.4,54.8
2025-07-10,Jakarta,0.0,28.8,55.0
2025-07-11,Jakarta,0.0,28.5,71.9
2025-07-12,Jakarta,5.07,29.5,85.8
2025-07-13,Jakarta,10.69,28.5,86.2
2025-07-14,Jakarta,0.0,32.2,59.2
2025-07-15,Jakarta,0.0,31.8,60.2
2025-07-16,Jakarta,0.0,31.9,54.3
2025-07-17,Jakarta,0.0,31.9,66.2
2025-07-18,Jakarta,0.0,30.6,78.5
2025-07-19,Jakarta,0.0,32.0,57.8
2025-07-20,Jakarta,0.0,35.4,51.8
2025-07-21,Jakarta,0.0,34.6,68.9
2025-07-22,Jakarta,2.41,25.7,77.6
2025-07-23,Jakarta,0.0,29.2,85.9
2025-07-24,Jakarta,9.93,26.8,89.7
2025-07-25,Jakarta,0.0,34.1,62.2
2025-07-26,Jakarta,0.0,31.0,64.9
2025-07-27,Jakarta,6.71,29.6,76.1
2025-07-28,Jakarta,4.4,29.1,88.5
2025-07-29,Jakarta,0.0,33.6,79.6
2025-07-30,Jakarta,0.0,34.7,67.9
2025-07-31,Jakarta,0.0,32.1,69.4
2025-08-01,Jakarta,0.0,32.7,64.6
2025-08-02,Jakarta,0.0,30.3,62.9
2025-08-03,Jakarta,0.0,34.5,59.4
2025-08-04,Jakarta,0.0,32.1,61.7
2025-08-05,Jakarta,0.0,32.6,53.4
2025-08-06,Jakarta,6.36,25.3,82.3
2025-08-07,Jakarta,0.0,34.1,81.0
2025-08-08,Jakarta,0.0,28.9,55.7
2025-08-09,Jakarta,0.0,34.0,62.0
2025-08-10,Jakarta,0.0,33.5,60.9
2025-08-11,Jakarta,0.0,28.7,70.6
2025-08-12,Jakarta,0.0,32.0,64.1
2025-08-13,Jakarta,0.0,34.2,51.3
2025-08-14,Jakarta,0.0,34.1,68.2
2025-08-15,Jakarta,0.0,26.4,76.0
2025-08-16,Jakarta,17.02,29.4,87.4
2025-08-17,Jakarta,14.18,24.9,88.3
2025-08-18,Jakarta,14.15,23.8,89.4
2025-08-19,Jakarta,0.0,34.7,72.3
2025-08-20,Jakarta,0.0,34.5,62.4
2025-08-21,Jakarta,0.0,32.1,70.6
2025-08-22,Jakarta,0.0,31.7,49.9
2025-08-23,Jakarta,0.0,33.1,61.9
2025-08-24,Jakarta,0.0,27.8,52.4
2025-08-25,Jakarta,0.0,32.1,65.5
2025-08-26,Jakarta,0.0,33.7,85.0
2025-08-27,Jakarta,0.0,30.0,71.8
2025-08-28,Jakarta,0.0,28.6,48.4
2025-08-29,Jakarta,0.0,33.2,62.8
2025-08-30,Jakarta,4.52,28.2,83.5
2025-08-31,Jakarta,0.0,31.9,75.9
2025-09-01,Jakarta,0.0,27.3,68.5
2025-09-02,Jakarta,0.0,28.3,55.8
2025-09-03,Jakarta,0.0,34.1,60.7
2025-09-04,Jakarta,0.0,30.9,68.2
2025-09-05,Jakarta,0.0,30.3,71.9
2025-09-06,Jakarta,3.93,24.7,91.7
2025-09-07,Jakarta,0.0,28.1,78.4
2025-09-08,Jakarta,0.0,32.1,64.3
2025-09-09,Jakarta,0.0,31.6,57.8
2025-09-10,Jakarta,0.0,30.6,59.7
2025-09-11,Jakarta,0.0,34.7,48.5
2025-09-12,Jakarta,0.0,31.5,68.1
2025-09-13,Jakarta,0.0,33.0,42.1
2025-09-14,Jakarta,0.0,32.6,71.9
2025-09-15,Jakarta,0.0,33.5,59.0
2025-09-16,Jakarta,0.0,29.8,76.7
2025-09-17,Jakarta,0.0,30.4,62.1
2025-09-18,Jakarta,0.0,29.9,70.5
2025-09-19,Jakarta,0.0,29.3,64.8
2025-09-20,Jakarta,0.0,30.4,75.9
2025-09-21,Jakarta,0.0,32.1,76.9
2025-09-22,Jakarta,0.0,28.2,76.9
2025-09-23,Jakarta,2.12,28.6,83.2
2025-09-24,Jakarta,0.0,32.4,66.0
2025-09-25,Jakarta,0.0,27.9,86.2
2025-09-26,Jakarta,0.0,36.9,59.3
2025-09-27,Jakarta,0.0,31.8,74.9
2025-09-28,Jakarta,0.0,31.5,73.6
2025-09-29,Jakarta,0.0,35.6,50.2
2025-09-30,Jakarta,0.0,32.3,81.7
2025-10-01,Jakarta,0.0,32.6,79.9
2025-10-02,Jakarta,0.0,31.6,44.8
2025-10-03,Jakarta,0.0,29.4,60.9
2025-10-04,Jakarta,0.0,35.5,65.9
2025-10-05,Jakarta,0.0,29.8,47.6
2025-10-06,Jakarta,0.0,36.1,85.6
2025-10-07,Jakarta,0.0,32.0,53.8
2025-10-08,Jakarta,0.0,35.3,75.8
2025-10-09,Jakarta,0.0,32.5,72.3
2025-10-10,Jakarta,0.0,32.8,63.8
2025-10-11,Jakarta,0.0,31.5,67.8
2025-10-12,Jakarta,0.0,30.0,55.7
2025-10-13,Jakarta,0.0,30.3,58.6
2025-10-14,Jakarta,0.0,32.6,78.8
2025-10-15,Jakarta,0.64,25.1,91.0
2025-10-16,Jakarta,0.0,34.1,72.2
2025-10-17,Jakarta,0.0,35.6,86.1
2025-10-18,Jakarta,0.0,29.6,84.8
2025-10-19,Jakarta,0.0,32.0,73.3
2025-10-20,Jakarta,0.0,32.3,63.5
2025-10-21,Jakarta,2.86,29.7,85.4
2025-10-22,Jakarta,0.0,33.7,89.3
2025-10-23,Jakarta,0.0,33.8,62.7
2025-10-24,Jakarta,0.0,31.7,82.1
2025-10-25,Jakarta,4.69,29.5,84.6
2025-10-26,Jakarta,4.91,25.8,91.2
2025-10-27,Jakarta,0.0,34.2,75.5
2025-10-28,Jakarta,0.0,32.0,73.6
2025-10-29,Jakarta,0.0,30.7,55.2
2025-10-30,Jakarta,1.42,29.4,81.4
2025-10-31,Jakarta,0.0,34.2,70.0
2025-11-01,Jakarta,12.11,32.0,85.4
2025-11-02,Jakarta,0.0,29.9,55.3
2025-11-03,Jakarta,8.1,25.8,79.4
2025-11-04,Jakarta,0.0,35.1,52.5
2025-11-05,Jakarta,0.0,30.0,71.4
2025-11-06,Jakarta,0.0,31.8,72.0
2025-11-07,Jakarta,0.0,34.9,51.2
2025-11-08,Jakarta,0.0,31.1,82.8
2025-11-09,Jakarta,0.0,36.5,67.4
2025-11-10,Jakarta,0.0,32.6,62.3
2025-11-11,Jakarta,0.0,31.1,65.2
2025-11-12,Jakarta,0.0,34.4,60.9
2025-11-13,Jakarta,0.0,30.8,60.5
2025-11-14,Jakarta,8.01,26.2,92.1
2025-11-15,Jakarta,0.0,34.9,52.3
2025-11-16,Jakarta,0.0,32.6,62.7
2025-11-17,Jakarta,0.0,29.4,62.1
2025-11-18,Jakarta,0.0,30.5,71.6
2025-11-19,Jakarta,30.72,29.9,93.6
2025-11-20,Jakarta,13.57,28.4,85.3
2025-11-21,Jakarta,69.08,27.1,87.3
2025-11-22,Jakarta,31.0,29.1,87.0
2025-11-23,Jakarta,0.0,33.7,61.6
2025-11-24,Jakarta,15.49,28.6,86.1
2025-11-25,Jakarta,0.0,35.9,51.9
2025-11-26,Jakarta,15.12,30.8,85.7
2025-11-27,Jakarta,0.0,34.8,69.1
2025-11-28,Jakarta,18.35,27.6,89.9
2025-11-29,Jakarta,16.55,29.3,76.4
2025-11-30,Jakarta,41.13,28.2,83.6
2025-12-01,Jakarta,0.0,28.6,72.8
2025-12-02,Jakarta,81.97,27.1,84.9
2025-12-03,Jakarta,0.0,33.0,47.3
2025-12-04,Jakarta,15.36,25.7,85.2
2025-12-05,Jakarta,5.06,27.8,80.1
2025-12-06,Jakarta,4.52,29.3,85.5
2025-12-07,Jakarta,0.0,33.6,70.7
2025-12-08,Jakarta,0.0,31.8,72.8
2025-12-09,Jakarta,13.4,29.2,80.4
2025-12-10,Jakarta,7.7,25.9,81.9
2025-12-11,Jakarta,0.0,29.3,55.3
2025-12-12,Jakarta,44.46,27.4,83.2
2025-12-13,Jakarta,0.0,30.6,51.0
2025-12-14,Jakarta,0.0,29.5,77.7
2025-12-15,Jakarta,0.0,34.7,64.4
2025-12-16,Jakarta,0.0,27.5,67.0
2025-12-17,Jakarta,0.0,33.4,68.5
2025-12-18,Jakarta,12.53,27.4,91.1
2025-12-19,Jakarta,0.0,32.9,65.2
2025-12-20,Jakarta,1.4,27.0,95.6
2025-12-21,Jakarta,0.0,33.1,64.1
2025-12-22,Jakarta,60.42,28.2,81.7
2025-12-23,Jakarta,1.49,28.3,78.9
2025-12-24,Jakarta,0.0,32.4,60.4
2025-12-25,Jakarta,0.0,31.7,51.4
2025-12-26,Jakarta,0.0,27.2,71.7
2025-12-27,Jakarta,31.04,28.3,89.9
2025-12-28,Jakarta,18.51,30.0,83.0
2025-12-29,Jakarta,150.35,26.2,82.4
2025-12-30,Jakarta,7.54,27.9,82.4
2025-12-31,Jakarta,0.0,33.6,78.5
2020-01-01,Bandung,0.0,30.9,65.5
2020-01-02,Bandung,21.48,26.8,89.3
2020-01-03,Bandung,20.32,22.7,82.4
2020-01-04,Bandung,32.64,24.7,86.8
2020-01-05,Bandung,2.86,22.0,87.4
2020-01-06,Bandung,36.94,21.8,81.8
2020-01-07,Bandung,44.1,20.6,81.3
2020-01-08,Bandung,37.22,24.3,88.3
2020-01-09,Bandung,0.0,25.4,68.7
2020-01-10,Bandung,13.83,23.8,85.8
2020-01-11,Bandung,0.0,26.5,51.6
2020-01-12,Bandung,43.19,21.7,90.0
2020-01-13,Bandung,20.18,21.7,86.6
2020-01-14,Bandung,0.0,25.2,58.6
2020-01-15,Bandung,0.0,26.9,61.6
2020-01-16,Bandung,19.89,15.6,92.5
2020-01-17,Bandung,0.0,24.8,89.4
2020-01-18,Bandung,29.93,21.4,81.3
2020-01-19,Bandung,26.5,23.2,86.2
2020-01-20,Bandung,104.97,24.4,80.2
2020-01-21,Bandung,0.0,30.7,60.8
2020-01-22,Bandung,12.7,20.8,85.1
2020-01-23,Bandung,74.23,23.4,91.5
2020-01-24,Bandung,6.82,20.9,84.7
2020-01-25,Bandung,23.71,20.0,86.5
2020-01-26,Bandung,0.0,29.7,66.4
2020-01-27,Bandung,0.0,28.4,55.8
2020-01-28,Bandung,0.0,24.9,60.2
2020-01-29,Bandung,1.74,21.6,82.9
2020-01-30,Bandung,26.12,21.6,80.6
2020-01-31,Bandung,31.95,24.5,81.8
2020-02-01,Bandung,0.0,27.8,60.0
2020-02-02,Bandung,24.71,22.6,93.3
2020-02-03,Bandung,0.0,28.2,79.6
2020-02-04,Bandung,0.0,24.7,73.9
2020-02-05,Bandung,0.0,25.7,74.9
2020-02-06,Bandung,14.27,24.1,81.4
2020-02-07,Bandung,27.5,23.7,78.3
2020-02-08,Bandung,0.0,28.2,52.7
2020-02-09,Bandung,0.0,25.6,76.8
2020-02-10,Bandung,41.16,22.3,77.3
2020-02-11,Bandung,40.27,26.1,86.2
2020-02-12,Bandung,16.81,20.0,83.3
2020-02-13,Bandung,16.83,23.4,88.1
2020-02-14,Bandung,12.58,22.4,88.4
2020-02-15,Bandung,0.0,28.7,65.2
2020-02-16,Bandung,21.1,24.6,93.2
2020-02-17,Bandung,4.3,20.4,79.9
2020-02-18,Bandung,25.8,26.1,86.0
2020-02-19,Bandung,0.0,28.8,63.0
2020-02-20,Bandung,29.67,21.2,81.8
2020-02-21,Bandung,21.58,23.2,98.0
2020-02-22,Bandung,0.0,29.1,67.2
2020-02-23,Bandung,18.18,21.4,85.4
2020-02-24,Bandung,0.0,29.4,71.1
2020-02-25,Bandung,32.43,23.3,75.8
2020-02-26,Bandung,23.21,20.4,92.1
2020-02-27,Bandung,8.14,24.2,84.1
2020-02-28,Bandung,27.82,23.6,90.2
2020-02-29,Bandung,6.9,22.0,86.4
2020-03-01,Bandung,0.0,28.9,70.1
2020-03-02,Bandung,15.92,22.6,89.1
2020-03-03,Bandung,18.19,21.0,96.0
2020-03-04,Bandung,0.0,26.4,61.4
2020-03-05,Bandung,3.02,22.0,93.0
2020-03-06,Bandung,43.64,21.7,83.4
2020-03-07,Bandung,28.98,23.7,80.0
2020-03-08,Bandung,7.89,17.3,87.7
2020-03-09,Bandung,6.6,26.2,82.7
2020-03-10,Bandung,0.0,25.0,72.6
2020-03-11,Bandung,36.89,21.8,98.6
2020-03-12,Bandung,86.18,22.3,86.5
2020-03-13,Bandung,11.36,22.8,81.6
2020-03-14,Bandung,39.38,22.9,77.9
2020-03-15,Bandung,0.0,29.6,70.8
2020-03-16,Bandung,0.0,26.5,46.1
2020-03-17,Bandung,26.19,22.6,91.6
2020-03-18,Bandung,40.42,22.8,84.3
2020-03-19,Bandung,25.25,21.0,82.4
2020-03-20,Bandung,0.0,29.2,64.3
2020-03-21,Bandung,38.69,24.4,86.7
2020-03-22,Bandung,0.0,28.1,65.4
2020-03-23,Bandung,1.62,22.3,83.8
2020-03-24,Bandung,9.26,23.9,86.5
2020-03-25,Bandung,0.0,28.5,52.4
2020-03-26,Bandung,0.0,29.6,70.3
2020-03-27,Bandung,12.18,22.0,88.0
2020-03-28,Bandung,40.78,22.7,91.8
2020-03-29,Bandung,0.0,28.4,40.0
2020-03-30,Bandung,44.39,22.4,79.4
2020-03-31,Bandung,7.9,21.9,82.9
2020-04-01,Bandung,0.0,29.2,73.1
2020-04-02,Bandung,24.14,25.3,83.6
2020-04-03,Bandung,40.92,27.2,82.4
2020-04-04,Bandung,0.0,27.0,58.7
2020-04-05,Bandung,0.0,30.3,57.9
2020-04-06,Bandung,9.19,23.6,86.6
2020-04-07,Bandung,46.96,24.3,85.9
2020-04-08,Bandung,17.25,21.5,80.8
2020-04-09,Bandung,7.32,22.0,80.4
2020-04-10,Bandung,16.44,21.4,86.1
2020-04-11,Bandung,0.0,27.6,70.8
2020-04-12,Bandung,16.3,25.7,93.2
2020-04-13,Bandung,0.0,28.8,71.1
2020-04-14,Bandung,4.78,24.7,94.6
2020-04-15,Bandung,16.24,22.0,93.2
2020-04-16,Bandung,0.0,24.3,66.0
2020-04-17,Bandung,0.0,30.0,73.9
2020-04-18,Bandung,13.65,20.1,82.8
2020-04-19,Bandung,61.78,25.0,88.8
2020-04-20,Bandung,14.25,22.9,74.2
2020-04-21,Bandung,5.84,23.1,81.5
2020-04-22,Bandung,10.32,26.9,79.5
2020-04-23,Bandung,0.0,26.3,84.9
2020-04-24,Bandung,44.11,20.4,84.0
2020-04-25,Bandung,0.0,26.6,62.4
2020-04-26,Bandung,0.0,27.7,74.5
2020-04-27,Bandung,29.07,20.4,85.4
2020-04-28,Bandung,7.48,22.0,82.3
2020-04-29,Bandung,23.44,23.4,80.0
2020-04-30,Bandung,0.0,28.1,77.7
2020-05-01,Bandung,0.0,25.2,65.9
2020-05-02,Bandung,0.0,30.6,69.0
2020-05-03,Bandung,0.0,25.8,57.1
2020-05-04,Bandung,0.0,28.7,60.9
2020-05-05,Bandung,0.0,27.7,78.3
2020-05-06,Bandung,0.0,28.9,60.1
2020-05-07,Bandung,0.0,24.1,67.4
2020-05-08,Bandung,0.0,24.7,56.1
2020-05-09,Bandung,0.0,27.9,59.8
2020-05-10,Bandung,0.0,28.3,63.5
2020-05-11,Bandung,4.3,28.3,86.2
2020-05-12,Bandung,0.0,25.9,69.4
2020-05-13,Bandung,0.0,27.3,64.6
2020-05-14,Bandung,0.0,25.8,60.2
2020-05-15,Bandung,0.0,23.3,68.6
2020-05-16,Bandung,4.01,27.6,83.1
2020-05-17,Bandung,0.0,25.1,45.7
2020-05-18,Bandung,0.0,28.3,63.0
2020-05-19,Bandung,0.0,25.2,63.4
2020-05-20,Bandung,0.0,27.1,53.4
2020-05-21,Bandung,9.04,20.6,82.9
2020-05-22,Bandung,0.0,26.7,73.8
2020-05-23,Bandung,0.0,25.1,67.8
2020-05-24,Bandung,0.0,26.6,67.8
2020-05-25,Bandung,0.0,30.7,72.3
2020-05-26,Bandung,1.74,22.0,77.6
2020-05-27,Bandung,0.0,29.2,64.7
2020-05-28,Bandung,0.0,25.3,66.6
2020-05-29,Bandung,0.0,27.9,59.6
2020-05-30,Bandung,0.0,23.4,55.0
2020-05-31,Bandung,0.0,27.4,54.6
2020-06-01,Bandung,6.23,23.6,89.0
2020-06-02,Bandung,0.0,27.0,91.8
2020-06-03,Bandung,0.0,26.2,57.5
2020-06-04,Bandung,0.0,26.8,56.9
2020-06-05,Bandung,0.0,26.5,60.3
2020-06-06,Bandung,0.0,29.2,48.8
2020-06-07,Bandung,0.0,29.6,32.6
2020-06-08,Bandung,0.0,27.6,51.7
2020-06-09,Bandung,0.0,26.9,70.6
2020-06-10,Bandung,0.0,28.3,54.9
2020-06-11,Bandung,0.0,28.7,64.3
2020-06-12,Bandung,4.47,23.2,90.0
2020-06-13,Bandung,0.0,25.7,65.6
2020-06-14,Bandung,0.0,31.4,65.8
2020-06-15,Bandung,0.0,24.4,64.7
2020-06-16,Bandung,0.0,26.2,60.5
2020-06-17,Bandung,0.0,26.1,57.9
2020-06-18,Bandung,0.0,24.8,68.4
2020-06-19,Bandung,0.0,25.6,72.4
2020-06-20,Bandung,0.0,26.0,67.4
2020-06-21,Bandung,0.0,24.4,67.5
2020-06-22,Bandung,0.0,23.7,74.7
2020-06-23,Bandung,0.0,26.1,74.1
2020-06-24,Bandung,0.0,26.1,86.9
2020-06-25,Bandung,0.0,24.2,56.1
2020-06-26,Bandung,0.0,22.9,59.2
2020-06-27,Bandung,0.0,28.2,69.3
2020-06-28,Bandung,0.0,28.8,55.1
2020-06-29,Bandung,0.0,26.5,85.1
2020-06-30,Bandung,0.0,26.7,78.4
2020-07-01,Bandung,0.0,26.7,64.6
2020-07-02,Bandung,0.0,33.8,71.8
2020-07-03,Bandung,0.0,24.8,46.1
2020-07-04,Bandung,0.0,27.2,79.3
2020-07-05,Bandung,0.0,27.7,68.9
2020-07-06,Bandung,2.71,26.4,84.9
2020-07-07,Bandung,0.0,25.7,73.4
2020-07-08,Bandung,0.0,24.9,66.7
2020-07-09,Bandung,0.0,28.2,59.7
2020-07-10,Bandung,0.0,26.2,66.1
